idRun,idTrans,trantype,bfbSMViol,bfbRefViol,Tnuc,vn,dV,dVdT,vhi,vhf,vsi,vsf,vri,vrf,muRef,muMin,muMax,scaleFactor,muh,mus,mur,lamh,lams,lamr,ghs,ghr,ghr2,grs,a1,g1sq,g2sq,g3sq,Yt,Yb,Ytau,mR1,mR2,mS,Tc,Tn,Tp,STTn,STTp,alpha,betaH,fpeak,Ompeak,npoints_list,Tn_list,Tp_list,alpha_list,betaH_list,fpeak_list,Ompeak_list,vJ_list,SPolyCoeff_list
638,0,1,,,400.7088499,1919.557016,5.74244E+11,-27157894942,3.21E-10,1919.557016,5.91E-10,854.7351358,1.17E-09,-992.6282919,1261.409036,700,6283.185307,1,-9344.535866,3656976.546,1771888.811,0.270899761,3.082335227,2.366497986,0.977743101,0.886182029,0.591020423,2.039839492,7392.624386,0.131446133,0.405679507,1.092294181,0.853885192,0.014438433,0.010112797,1341.157301,1067.342539,2082.238963,426.3344377,400.7088499,397.5425775,139.9998289,117.5315353,11.58168861,1523.87467,0.091406131,1.37E-13,"[60, 75, 100]","[401.27805907569285, 401.28024564402375, 401.2790274934825]","[397.5448047977819, 397.5424743631628, 397.54257746062564]","[3.5060545844245077, 3.5061869369118583, 3.506181075990812]","[2406.554517516934, 2393.1434062636927, 2398.593287700281]","[0.09171003358416177, 0.0911984224682066, 0.09140613142446036]","[1.362793317195447e-13, 1.378138282846026e-13, 1.3718815816529452e-13]","[0.9769612939813336, 0.9769620819781358, 0.9769620470846792]","[array([ 8.12039869e+08, -8.16838928e+06,  2.56804220e+04, -5.61609288e-02,
       -1.62086289e-01,  3.26041783e-04, -2.04886745e-07]), array([ 1.33748003e+09, -1.34474674e+07,  4.22520747e+04, -3.18774058e-02,
       -2.66724411e-01,  5.36243632e-04, -3.36859036e-07]), array([ 1.09833979e+09, -1.10449363e+07,  3.47119058e+04, -5.66201411e-02,
       -2.19056808e-01,  4.40506975e-04, -2.76753793e-07])]"
654,0,1,[0 1 4 5 6],,542.2763286,2265.876275,3.49908E+12,-48279957734,3.57E-09,2265.876275,-5.30E-10,1692.09365,-2.63E-09,-1875.800489,1173.110115,700,6283.185307,1,-9320.448312,4473056.323,1576094.493,0.270870485,0.246294617,1.995872474,3.048626214,-2.446460226,-3.827560906,0.814570106,8938.77384,0.131337704,0.406159083,1.10002482,0.856469868,0.014481264,0.010109131,1225.58945,952.8385122,2286.117968,631.5408997,542.2763286,531.8733495,140.0009375,120.508717,8.945682867,1602.77273,0.044662411,1.01E-12,"[60, 75, 100]","[543.9486383713872, 543.9484164776666, 543.9482499821692]","[531.8781706059971, 531.882915248256, 531.8733495018569]","[3.40006661153296, 3.399886235725742, 3.4002499063082934]","[876.2907527952216, 875.9848556700823, 875.9894450811693]","[0.044678178680947506, 0.04466298075784943, 0.04466241149982747]","[1.0107473416146724e-12, 1.0114236876044433e-12, 1.0114729487222386e-12]","[0.9763124360898255, 0.9763113006121582, 0.9763135898308589]","[array([-1.54718298e+08,  1.74954791e+06, -8.24083621e+03,  2.06959557e+01,
       -2.92273313e-02,  2.20066911e-05, -6.90188025e-09]), array([-1.27786352e+08,  1.44620294e+06, -6.81749996e+03,  1.71348066e+01,
       -2.42165109e-02,  1.82471046e-05, -5.72678188e-09]), array([-1.40576833e+08,  1.59062754e+06, -7.49680517e+03,  1.88384092e+01,
       -2.66190756e-02,  2.00537036e-05, -6.29265427e-09])]"
659,0,1,[0 3 5 6],,343.8013953,1267.861975,2.25951E+11,-16092311861,2.32E-09,1267.861975,7.11E-10,-878.1365844,-1.45E-10,783.6979996,1115.586004,700,6283.185307,1,-9303.735342,1636656.82,4755613.828,0.270857138,2.4895567,1.649257604,2.959311702,0.89138505,-3.765761584,-0.147561246,8523.202721,0.131262687,0.406492006,1.105445227,0.858275137,0.014511181,0.010106558,2186.912288,1065.064166,2332.425602,359.6026991,343.8013953,342.1148063,140.0014231,115.7601076,10.74260162,4382.105321,0.141656102,3.95E-14,"[60, 75, 100]","[344.1208295297588, 344.12154744090276, 344.12582667844254]","[342.11766813742565, 342.11590015409166, 342.11480632807417]","[3.102801665738401, 3.1029094084735065, 3.102976078247821]","[4308.553763334661, 4315.071135269684, 4319.449003069909]","[0.14129997511812817, 0.14151298246503285, 0.1416561019576479]","[3.9667177521289756e-14, 3.95482633727959e-14, 3.946864403380641e-14]","[0.9742803430029702, 0.9742811428398006, 0.9742816377432395]","[array([ 2.02025314e+10, -2.36619071e+08,  8.65650182e+05,  4.53125550e+00,
       -7.44441356e+00,  1.74293636e-02, -1.27575884e-05]), array([ 1.69836786e+10, -1.98874882e+08,  7.27251336e+05,  5.60931410e+00,
       -6.26066355e+00,  1.46515201e-02, -1.07219032e-05]), array([ 1.66325082e+10, -1.94788957e+08,  7.12483709e+05,  4.58405202e+00,
       -6.13052181e+00,  1.43504621e-02, -1.05030215e-05])]"
663,2,1,[0 3 5 6],,391.8372283,2278.00862,8.70284E+11,-12001302747,168.2409478,2278.00862,-1.43E-08,-1323.642031,5.92E-09,1323.268087,1080.13646,700,6283.185307,1,-9292.990204,1337749.449,2590261.485,0.270851588,1.988967756,1.233383281,-0.088767048,-1.470943593,-2.929257393,0.836357317,4187.004907,0.131214551,0.406706121,1.108954851,0.859440969,0.014530502,0.010104891,1595.541812,1001.196024,1711.606348,488.0823034,391.8372283,383.8172205,139.7926278,122.2660164,6.161461901,-175.725064,0.030302148,9.57E-13,"[60, 75, 100]","[393.76593651127894, 393.9716956393886, 394.3522770797221]","[385.16681598439413, 385.31038785683177, 383.8172204689179]","[2.503279316589121, 2.497812288124518, 2.5552885663979907]","[875.0817940290555, 855.1477896712825, 823.5953652471734]","[0.032309674108497465, 0.031585442147755514, 0.03030214803980597]","[8.358129219320784e-13, 8.738713658497325e-13, 9.57377460508237e-13]","[0.9688949564582647, 0.9688354138837187, 0.9694501873782635]","[array([ 8.11931069e+08, -1.27402570e+07,  8.32521893e+04, -2.89990284e+02,
        5.67893889e-01, -5.92822859e-04,  2.57720283e-07]), array([ 9.10909182e+08, -1.42361825e+07,  9.26579312e+04, -3.21480458e+02,
        6.27098191e-01, -6.52084521e-04,  2.82391625e-07]), array([ 2.44648248e+08, -3.78523811e+06,  2.43934752e+04, -8.38108737e+01,
        1.61921176e-01, -1.66788467e-04,  7.15622168e-08])]"
665,0,1,[0 3 5 6],,318.7057842,1261.812237,1.50782E+11,-20479290017,-6.82E-09,1261.812237,1.65E-10,-872.0447717,1.84E-10,510.5072153,1044.465801,700,6283.185307,1,-9281.80683,1361361.132,6299649.83,0.270848343,2.237638122,3.566798233,0.903744586,2.829535623,-2.958084015,0.590251717,8476.379599,0.131164531,0.406929024,1.112628322,0.860658678,0.014550683,0.010103145,2526.908372,994.7918243,2614.581788,326.9700679,318.7057842,317.9877838,139.9967036,117.4416802,16.86917187,5277.916827,0.260050826,1.23E-14,"[60, 75, 100]","[318.76692335085676, 318.758720285912, 318.7759152313086]","[318.0064836662457, 318.01802567087, 317.98778378404694]","[4.568919668782127, 4.567823775030433, 4.570695763211397]","[9488.26904334747, 10148.640576140277, 8531.25133909447]","[0.28923978565924, 0.3093817377217708, 0.2600508264851657]","[9.963229238577775e-15, 8.707901487938975e-15, 1.2325974967434138e-14]","[0.9819242886251309, 0.9819202741567213, 0.9819307910096907]","[array([ 3.34972540e+12, -4.22608431e+10,  1.66615130e+08, -6.68668024e-02,
       -1.65744337e+03,  4.18202663e+00, -3.29747997e-03]), array([ 3.17316855e+12, -4.00452592e+10,  1.57977621e+08, -6.39462956e+02,
       -1.56892086e+03,  3.96111221e+00, -3.12421423e-03]), array([ 2.85780253e+12, -3.60589442e+10,  1.42223372e+08, -5.36874533e+02,
       -1.41217358e+03,  3.56465756e+00, -2.81102405e-03])]"
676,0,1,,,438.8358777,3141.54449,4.55055E+12,-86633696620,-5.23E-09,3141.54449,-3.25E-09,-1619.45764,-5.63E-11,1778.628542,1188.19298,700,6283.185307,1,-9324.69164,1130215.874,7585802.059,0.270874784,2.418337981,2.11965405,1.452439252,-0.938017559,-1.207612814,0.712392166,8844.399733,0.131356778,0.406074577,1.098656015,0.856013077,0.014473694,0.010109781,2749.076122,907.6128847,2815.833537,508.9214554,438.8358777,431.2790219,140.0000182,120.9426488,29.9164414,482.8043481,0.041376329,1.16E-12,"[60, 75, 100]","[440.5767861583348, 440.56947793097396, 440.56994481273546]","[431.2943362229998, 431.2728268373518, 431.2790219235292]","[10.996620651300024, 10.999989385037791, 10.999018985245453]","[999.2192443455281, 1002.8598588262572, 1000.8259523629868]","[0.04131137120315621, 0.041459819720634214, 0.04137632914458461]","[1.168500425530028e-12, 1.1601015760898347e-12, 1.1648014198419296e-12]","[0.9921460480736234, 0.992148374435692, 0.9921477044435699]","[array([ 2.57016571e+08, -3.63226307e+06,  2.13835003e+04, -6.71237067e+01,
        1.18493095e-01, -1.11533968e-04,  4.37330360e-08]), array([ 2.80412332e+08, -3.96299819e+06,  2.33311692e+04, -7.32394444e+01,
        1.29292570e-01, -1.21702311e-04,  4.77212540e-08]), array([ 2.04765318e+08, -2.90256455e+06,  1.71385109e+04, -5.39561000e+01,
        9.55232149e-02, -9.01686565e-05,  3.54545822e-08])]"
679,1,1,[0 2 3 4 5 6],,235.2636458,770.6064542,348272720,-526850080.1,595.0574842,770.6064542,0.000253917,-316.7520101,-0.000138808,205.9181916,1172.178364,700,6283.185307,1,-9320.184349,978788.5347,3288864.96,0.27087023,1.588430636,0.02274219,2.699481888,-1.528958439,-4.067426067,2.729856663,4404.323864,0.131336517,0.40616434,1.100110068,0.856498304,0.014481735,0.010109091,1800.722559,908.1043639,1884.004621,235.9586239,235.2636458,235.1484249,140.0435314,107.0049343,1.057477193,87418.78818,1.223831461,7.49E-18,"[60, 75, 100]","[235.28312494428738, 235.28302752407512, 235.2830357587255]","[235.14841976011226, 235.14843744607714, 235.14842491580043]","[0.26748935016338465, 0.26748921212853727, 0.2674893105818607]","[54328.25805395991, 54351.67833300045, 54293.07927143161]","[1.224624406140711, 1.2251524195995311, 1.223831460822277]","[7.4830002590803e-18, 7.476544013242578e-18, 7.492697991844826e-18]","[0.8498904071725687, 0.8498903688327232, 0.8498903961786115]","[array([-1.37394206e+09,  5.85362687e+06,  2.48685997e+04, -1.50345138e-01,
       -4.50767585e-01, -1.91503601e-03,  8.15902757e-06]), array([-1.39106431e+09,  5.92657593e+06,  2.51777803e+04, -1.53681131e-01,
       -4.56365419e-01, -1.93876320e-03,  8.26011477e-06]), array([-1.42411615e+09,  6.06706127e+06,  2.57756948e+04, -1.52114700e-01,
       -4.67174265e-01, -1.98476569e-03,  8.45564709e-06])]"
687,3,1,[0 3 5 6],,278.5735293,1465.779101,1.10228E+11,-12745375255,502.9475581,1465.779101,-1.32E-05,771.5240797,1.77E-06,-723.8306842,1005.762694,700,6283.185307,1,-9269.220867,1691286.412,6385351.467,0.27084779,3.081683413,2.538126578,2.393610024,-2.452945109,-4.444057554,1.373962696,7316.203678,0.131108334,0.407179948,1.116787949,0.862034412,0.014573485,0.010101167,2512.196301,1198.606129,2591.490145,288.4085352,278.5735293,277.4694476,140.0001745,115.6970907,15.84312486,5890.26555,0.141364044,3.14E-14,"[60, 75, 100]","[278.83543419267176, 278.81384442159685, 278.8199081117268]","[277.46376618037056, 277.4773827604607, 277.4694475732145]","[4.438781179829067, 4.4372873007187685, 4.438157810315698]","[5502.754359938313, 5326.027773046089, 5314.822009517007]","[0.14635968599392543, 0.14166614686591528, 0.14136404379554618]","[2.925118709273962e-14, 3.1219961854055134e-14, 3.1354463785394655e-14]","[0.9814347488321717, 0.9814289751552078, 0.9814323400152559]","[array([-3.47883835e+10,  5.02209016e+08, -2.26489870e+06, -1.00932616e+01,
        2.95635970e+01, -8.53289383e-02,  7.69870330e-05]), array([ 5.87176988e+10, -8.47066678e+08,  3.81697525e+06,  2.43285860e+01,
       -4.97980638e+01,  1.43608261e-01, -1.29473999e-04]), array([ 5.98654828e+10, -8.63158079e+08,  3.88682065e+06,  3.28804034e+01,
       -5.07057552e+01,  1.46125878e-01, -1.31672699e-04])]"
688,0,1,[0 3 5 6],,378.6829085,1297.581946,4.07013E+11,-21885191483,-2.02E-09,1297.581946,1.33E-09,919.3911879,-8.13E-09,-913.064785,1158.561247,700,6283.185307,1,-9316.301941,2990916.699,3001901.682,0.27086664,1.97082969,1.556208517,2.907369049,1.501101905,-3.678054364,1.540004322,9788.435724,0.131319076,0.406241666,1.101365239,0.856916829,0.01448867,0.010108495,1745.658049,1180.030459,2190.431841,399.8282581,378.6829085,376.0762192,139.9983231,117.0218543,11.01982436,3672.044742,0.104560909,9.05E-14,"[60, 75, 100]","[379.14659072653495, 379.14678179024537, 379.1453849529518]","[376.07601522425057, 376.0752206449088, 376.07621916799405]","[3.287176179813186, 3.2872214309214325, 3.287164552539816]","[2899.5106438171742, 2898.639059303382, 2900.4034432484736]","[0.10452866637069849, 0.10449702457246754, 0.10456090889556012]","[9.058581400636315e-14, 9.064100835840676e-14, 9.052987226605551e-14]","[0.9755797924225514, 0.9755800951951461, 0.975579714623911]","[array([-1.03948389e+09,  1.11416632e+07, -3.73633261e+04,  4.73261238e-01,
        2.66062396e-01, -5.71038791e-04,  3.82545509e-07]), array([-1.14791298e+09,  1.22994748e+07, -4.12257309e+04,  4.62427529e-01,
        2.93635083e-01, -6.29903453e-04,  4.21826816e-07]), array([-8.49147289e+08,  9.10856958e+06, -3.05729894e+04,  4.30292853e-01,
        2.17846073e-01, -4.67980406e-04,  3.13750683e-07])]"
691,1,1,,,355.8808966,1751.743353,4.2154E+11,-25872277035,-2.51E-09,1751.743353,-5.62E-10,-1091.037742,1.11E-10,723.703829,1147.217411,700,6283.185307,1,-9313.031819,1578771.347,6863987.051,0.270863855,0.877293143,4.744070584,1.810145724,-0.360756697,-2.177002928,1.553294536,7839.114798,0.131304393,0.406306803,1.102424408,0.857269759,0.014494519,0.010107993,2617.837137,1140.579954,2687.698357,374.933057,355.8808966,354.2634188,140.0037573,119.6224374,15.64558613,9788.692902,0.111915727,8.25E-14,"[60, 75, 100]","[356.0718095718075, 356.1306383203778, 356.0992879647224]","[354.35893367698895, 354.2520148272332, 354.263418754174]","[4.547098572791066, 4.5557948292650785, 4.554866499955561]","[3920.284782917932, 3152.054318049878, 3295.5639625952854]","[0.13316683212514244, 0.10703876447286398, 0.11191572697582915]","[5.824276322540944e-14, 9.016712346933054e-14, 8.24779603130385e-14]","[0.9818440162258976, 0.9818760921983025, 0.9818726734847212]","[array([ 4.02839722e+10, -4.58468511e+08,  1.63185889e+06, -1.55784004e+01,
       -1.31300333e+01,  2.99064165e-02, -2.12680511e-05]), array([ 3.05427270e+10, -3.47659851e+08,  1.23771230e+06, -1.26037449e+01,
       -9.95778508e+00,  2.26855069e-02, -1.61351401e-05]), array([ 3.86742545e+10, -4.39948082e+08,  1.56504868e+06, -1.28783793e+01,
       -1.25914226e+01,  2.86635464e-02, -2.03751909e-05])]"
704,0,1,,,364.4568276,2054.805496,1.60174E+12,-35490144392,8.04E-08,2054.805496,5.88E-08,1638.697465,-1.17E-07,-1321.905331,1129.030155,700,6283.185307,1,-9307.719164,1260492.323,7095725.738,0.270859799,1.377495176,1.115601952,1.462746848,0.747100042,-1.995258311,-0.124900785,7625.401077,0.131280552,0.406412636,1.104148944,0.85784393,0.014504034,0.010107174,2668.020145,1008.950132,2727.628885,420.1169707,364.4568276,359.5208249,139.9994731,121.1058998,21.47342946,919.4808568,0.045642467,6.14E-13,"[60, 75, 100]","[365.8543398823701, 365.8950398738484, 365.9212142494526]","[359.61618017721935, 359.49499715206565, 359.5208249274881]","[7.771278296024149, 7.787702255733947, 7.784198875937229]","[1351.811085439972, 1353.5554100583026, 1324.3720201466897]","[0.04660046955853513, 0.046644877365019224, 0.04564246740024752]","[5.892926689776849e-13, 5.881085633033032e-13, 6.142385678656284e-13]","[0.9890353374479581, 0.9890574096451957, 0.9890527089074553]","[array([ 7.49588940e+09, -1.25744784e+08,  8.78786427e+05, -3.27501598e+03,
        6.86442593e+00, -7.67241609e-03,  3.57262518e-06]), array([ 7.02864672e+09, -1.17990433e+08,  8.25188825e+05, -3.07752373e+03,
        6.45527744e+00, -7.22054788e-03,  3.36478473e-06]), array([ 5.96892926e+09, -1.00171433e+08,  7.00358725e+05, -2.61117862e+03,
        5.47540193e+00, -6.12259075e-03,  2.85222988e-06])]"
708,0,1,[0 1 4 5 6],,317.3778446,1498.567588,6.43164E+11,-33188348597,1.59E-07,1498.567588,-1.89E-08,-1636.172077,8.67E-08,776.9386844,1040.027243,700,6283.185307,1,-9280.387943,1636939.329,5705626.9,0.270848116,0.036414739,1.388148585,0.580597468,2.651684621,-4.824936263,2.291074185,7422.216525,0.131158191,0.406957309,1.11309591,0.860813491,0.014553249,0.010102923,2405.381794,1136.013612,2496.824132,340.8900421,317.3778446,315.5003145,140.0387625,119.4665106,28.70950878,1872448.758,0.068017992,2.19E-13,"[60, 75, 100]","[317.8004811288643, 317.7303712897776, 317.85673452209505]","[315.43275607850484, 315.5327653985763, 315.5003144555744]","[8.761472594067493, 8.743405031209992, 8.74926358393951]","[2664.546683981908, 3434.671118372401, 2248.997363781632]","[0.08056848361614975, 0.10388783302030198, 0.06801799226075592]","[1.5638656119582636e-13, 9.407174051086025e-14, 2.1944310087690164e-13]","[0.9902241242801167, 0.990204747306316, 0.9902110388591843]","[array([ 1.18386338e+12, -2.26014505e+10,  1.79778823e+08, -7.62637631e+05,
        1.81969759e+03, -2.31556898e+00,  1.22767607e-03]), array([ 2.06679154e+12, -3.94744185e+10,  3.14126200e+08, -1.33312821e+06,
        3.18231246e+03, -4.05128771e+00,  2.14888298e-03]), array([ 3.31015314e+09, -4.25007343e+07,  1.70854707e+05, -4.42435275e+00,
       -1.73460757e+00,  4.46154348e-03, -3.57836478e-06])]"
721,0,1,[0 3 5 6],,404.0950114,1464.53824,6.59583E+11,-22839427998,3.42E-09,1464.53824,-1.26E-09,1069.198014,-3.90E-10,-1037.31597,1074.570569,700,6283.185307,1,-9291.270352,1958507.154,2799114.382,0.270850921,1.50680683,2.222730361,2.932482911,-1.096877374,-4.788931014,1.392424304,9025.920981,0.131206854,0.406740397,1.109518403,0.859627948,0.014533601,0.010104623,1663.107052,909.903991,2017.15098,437.7043075,404.0950114,400.0287934,139.9999076,118.5791329,9.665917751,-2387.654929,0.071571629,2.11E-13,"[60, 75, 100]","[404.9295212647021, 404.93293674997625, 404.9269899062804]","[400.0287967949436, 400.02964867397117, 400.02879339415523]","[3.0917545895124934, 3.0917130769861743, 3.0917547583173257]","[1867.3531188754648, 1863.3871080623317, 1866.4423708625022]","[0.07160655377911632, 0.07145462310405104, 0.07157162912447407]","[2.1072457796337656e-13, 2.1162083831637558e-13, 2.1093028509206838e-13]","[0.9741980686132179, 0.9741977584487063, 0.9741980698744431]","[array([-3.53317659e+09,  5.20054278e+07, -3.18749417e+05,  1.04127282e+03,
       -1.91206993e+00,  1.87123340e-03, -7.62448121e-07]), array([-4.80795460e+09,  7.12625880e+07, -4.39952703e+05,  1.44810092e+03,
       -2.68014854e+00,  2.64458096e-03, -1.08686849e-06]), array([-6.92950704e+09,  1.03129455e+08, -6.39387744e+05,  2.11375734e+03,
       -3.92985847e+00,  3.89586252e-03, -1.60887714e-06])]"
723,1,1,[0 3 5 6],,257.4445273,1070.669302,47792739.65,-808965015.1,1004.925565,1070.669302,4.24E-05,-256.1468723,-2.92E-05,179.1781518,1090.718157,700,6283.185307,1,-9296.235024,1514210.33,4243572.014,0.270853013,0.81838999,0.307459956,1.948587285,2.039424503,0.756391895,1.45720818,4954.076312,0.13122908,0.406641457,1.107892964,0.859088481,0.01452466,0.010105396,2074.917088,1150.238346,2131.241326,257.506428,257.4445273,257.3445273,139.8815106,22.64965637,1.235970918,1007143.851,112.6688649,1.47E-21,"[60, 75, 100]","[257.44621884976857, 257.4462252482991, 257.44621831207144]","[257.34452726818773, 257.34452726818773, 257.34452726818773]","[0.3101095044047692, 0.3101095044047692, 0.3101095044047692]","[4361980.917679665, 4531300.340226767, 4567240.871692258]","[107.60532507303638, 111.78225107253193, 112.66886489424007]","[1.6132935607588238e-21, 1.4949794594900696e-21, 1.4715434505954098e-21]","[0.8607835167900111, 0.8607835167900111, 0.8607835167900111]","[array([-2.84897824e+12,  1.10584373e+10,  4.30593807e+07, -5.83124354e+00,
       -6.49242773e+02, -2.52201654e+00,  9.79709364e-03]), array([-2.92901783e+12,  1.13856611e+10,  4.41542457e+07, -2.98390907e+01,
       -6.66528482e+02, -2.59111366e+00,  1.00640253e-02]), array([-2.94708846e+12,  1.14445872e+10,  4.45434078e+07, -4.03857138e+02,
       -6.70223827e+02, -2.60790364e+00,  1.01282887e-02])]"
739,0,1,,,402.1535772,2032.315274,1.88221E+12,-39904239773,5.85E-09,2032.315274,-9.19E-10,-1444.832913,1.07E-09,1305.912153,1047.117265,700,6283.185307,1,-9282.651485,1635970.665,4721613.681,0.270848498,1.254521497,0.598420863,1.246643656,0.342605906,-2.994559564,2.651553231,8828.149063,0.131168306,0.406912187,1.112350133,0.860566553,0.014549157,0.010103277,2175.31153,1021.431437,2326.942851,459.5897886,402.1535772,396.1091211,140.0030083,120.7337856,17.86646388,-1226.107598,0.042392182,8.18E-13,"[60, 75, 100]","[403.41329962350807, 403.40058624049425, 403.4086311753077]","[396.1110995346446, 396.1071135897926, 396.10912114502446]","[6.450123207690527, 6.450521870876061, 6.450321086447736]","[1114.3562924416108, 1117.2318600100884, 1116.4412324907028]","[0.04231322695166023, 0.04242198825477749, 0.042392182487893164]","[8.211124038207526e-13, 8.169070937995803e-13, 8.180564170394999e-13]","[0.9869114638648823, 0.9869122289226874, 0.9869118436168953]","[array([-2.10806846e+08,  3.19737262e+06, -2.02048627e+04,  6.80891041e+01,
       -1.29055476e-01,  1.30443345e-04, -5.49283081e-08]), array([-1.27846137e+08,  1.93277973e+06, -1.21746382e+04,  4.08988593e+01,
       -7.72792187e-02,  7.78711192e-05, -3.26911064e-08]), array([-2.04454156e+08,  3.09314797e+06, -1.94966660e+04,  6.55360170e+01,
       -1.23901883e-01,  1.24917564e-04, -5.24685231e-08])]"
752,0,1,[0 3 5 6],,676.5742729,2405.452268,4.2779E+12,-34445982894,-1.73E-08,2405.452268,-2.95E-09,-1636.743787,-8.84E-10,3124.142544,1200.778647,700,6283.185307,1,-9328.190419,1812588.131,2042540.088,0.270878606,2.735910835,0.317740615,1.030833694,-2.361131359,-4.344110361,-0.256656745,6098.736608,0.131372514,0.406004907,1.097529629,0.85563691,0.01446746,0.010110315,1403.957612,937.9038362,1735.252647,840.2937794,676.5742729,656.614145,139.9997376,121.6555811,3.430931228,1256.043113,0.033152809,1.45E-12,"[60, 75, 100]","[679.3523735014801, 679.3500892279852, 679.3155512350975]","[656.633864510305, 656.6579226115588, 656.6141449528413]","[1.4850840616265668, 1.4847832615730072, 1.4853306578845469]","[525.3058456684867, 525.6062553107528, 526.7141996658609]","[0.03306515600451602, 0.033085277314978005, 0.03315280860456687]","[1.462240227670511e-12, 1.4602498479490086e-12, 1.454691752602779e-12]","[0.9516599647576591, 0.9516520258732246, 0.9516664711032912]","[array([-2.85199587e+07,  2.60693358e+05, -9.92355592e+02,  2.01356757e+00,
       -2.29691151e-03,  1.39659529e-06, -3.53610951e-10]), array([-2.77359386e+07,  2.53483505e+05, -9.64747303e+02,  1.95722050e+00,
       -2.23226554e-03,  1.35706569e-06, -3.43546234e-10]), array([-2.66728544e+07,  2.43528659e+05, -9.25940177e+02,  1.87660650e+00,
       -2.13815091e-03,  1.29851535e-06, -3.28382050e-10])]"
753,0,1,[0 1 4 5 6],,349.9984032,1501.065812,1.43326E+12,-40064842870,-5.54E-08,1501.065812,3.69E-08,-1689.396387,1.72E-07,1183.795861,1005.815383,700,6283.185307,1,-9269.238337,1831919.872,5502007.051,0.270847788,0.01291024,1.390427487,3.050389177,1.304235893,-3.820930816,1.418805321,9625.086811,0.131108412,0.4071796,1.116782156,0.862032498,0.014573454,0.010101169,2354.032842,1130.050955,2501.084489,392.7291812,349.9984032,345.7011279,140.0000983,120.3047083,26.8447756,1266.556994,0.047028402,5.59E-13,"[60, 75, 100]","[351.0257234099408, 351.0282620391631, 351.02815012359434]","[345.70879132786365, 345.6982477254054, 345.7011279359424]","[9.26607905075524, 9.267835776728333, 9.267355825852913]","[1412.6772960859466, 1421.6404343653348, 1419.1371343812652]","[0.04681536941927164, 0.047110966166076, 0.047028402492009215]","[5.63745036546748e-13, 5.566830623106977e-13, 5.586420926610647e-13]","[0.9907359436915241, 0.990737631903737, 0.9907371707324508]","[array([-7.06964013e+08,  1.22284860e+07, -8.81166737e+04,  3.38579649e+02,
       -7.31647231e-01,  8.43050239e-04, -4.04670858e-07]), array([-2.20208322e+09,  3.82099481e+07, -2.76215929e+05,  1.06478001e+03,
       -2.30851670e+00,  2.66896854e-03, -1.28552398e-06]), array([-1.84898848e+09,  3.20737781e+07, -2.31789934e+05,  8.93257631e+02,
       -1.93606299e+00,  2.23767979e-03, -1.07745921e-06])]"
761,0,1,,,387.521839,1750.682523,1.04236E+12,-30970338582,-1.54E-09,1750.682523,-2.14E-09,-1240.686016,4.96E-10,1179.226205,1090.446241,700,6283.185307,1,-9296.152047,1411718.428,4405241.409,0.270852974,2.306735694,1.333206197,1.685474642,0.83417245,-2.312018982,0.340359563,8540.768845,0.131228708,0.40664311,1.107920097,0.859097491,0.014524809,0.010105383,2104.87097,923.4158122,2254.08347,428.035133,387.521839,383.0208235,139.9995276,119.5135285,15.07499993,2107.953627,0.056824687,3.90E-13,"[60, 75, 100]","[388.4775461264902, 388.4731024757812, 388.47250196018183]","[383.0179712328999, 383.02276074316023, 383.0208235030392]","[5.035636734168146, 5.035235826012754, 5.035397985130324]","[1549.1650717902705, 1549.7299220807483, 1547.6743945816709]","[0.05687899494367078, 0.056900445444244004, 0.05682468654414687]","[3.89061798996785e-13, 3.887659898931891e-13, 3.898043139713886e-13]","[0.983485766605959, 0.9834845411934732, 0.9834850368695874]","[array([-3.59063440e+09,  5.61710480e+07, -3.66086738e+05,  1.27231559e+03,
       -2.48695583e+00,  2.59226229e-03, -1.12568383e-06]), array([-3.28645683e+09,  5.14025612e+07, -3.34943723e+05,  1.16385364e+03,
       -2.27450687e+00,  2.37035659e-03, -1.02912121e-06]), array([-4.65078642e+09,  7.28530125e+07, -4.75453616e+05,  1.65469447e+03,
       -3.23891659e+00,  3.38087864e-03, -1.47026825e-06])]"
